CT-vs-LT20	CT-vs-LT15	CT-vs-LT12	CT-vs-LT12_6
	transcript_8028	transcript_7184	transcript_271
	transcript_10975	transcript_10100	transcript_2108
	transcript_2788	transcript_8722	transcript_6474
	transcript_11316	transcript_3858	transcript_7847
	transcript_10386	transcript_303	transcript_7665
	transcript_901	transcript_3067	transcript_10386
	transcript_1288	transcript_5451	transcript_2174
	transcript_10416	transcript_7800	transcript_5805
	transcript_4233	transcript_1642	transcript_4556
	transcript_8470	transcript_9985	transcript_8803
	transcript_7921	transcript_5511	transcript_4708
	transcript_2756	transcript_9340	transcript_4159
	transcript_10468	transcript_6565	transcript_3267
	transcript_1657	transcript_2259	transcript_6255
	transcript_916	transcript_340	transcript_5338
	transcript_2640	transcript_3892	transcript_1077
	transcript_889	transcript_9316	transcript_7206
	transcript_10418	transcript_6816	transcript_8046
	transcript_7059	transcript_1573	transcript_5664
	transcript_36	transcript_9117	transcript_4622
	transcript_7528	transcript_5726	transcript_1555
	transcript_3105	transcript_4181	transcript_4156
	transcript_1587	transcript_5687	transcript_7346
	transcript_6318	transcript_8006	transcript_6922
	transcript_2712	transcript_5174	transcript_5781
	transcript_2510	transcript_6880	transcript_8614
	transcript_840	transcript_326	transcript_4990
	transcript_7055	transcript_211	transcript_2852
	transcript_8300	transcript_163	transcript_8050
	transcript_6941	transcript_4658	transcript_2933
	transcript_617	transcript_8485	transcript_5414
	transcript_9462	transcript_1816	transcript_90
	transcript_8097	transcript_10382	transcript_2158
	transcript_8391	transcript_5632	transcript_8657
	transcript_3373	transcript_7525	transcript_7691
	transcript_4552	transcript_1505	transcript_11332
	transcript_5509	transcript_652	transcript_1975
	transcript_5844	transcript_3099	transcript_2676
	transcript_3953	transcript_6620	transcript_11326
	transcript_3922	transcript_869	transcript_9674
	transcript_1301	transcript_3052	transcript_87
	transcript_1674	transcript_3438	transcript_4578
	transcript_10567	transcript_1673	transcript_1795
	transcript_573	transcript_2904	transcript_906
	transcript_4030	transcript_9809	transcript_4831
	transcript_3719	transcript_988	transcript_7528
	transcript_5969	transcript_5867	transcript_4085
	transcript_9628	transcript_5727	transcript_1238
	transcript_5054	transcript_2058	transcript_15
	transcript_2778	transcript_8186	transcript_3986
	transcript_123	transcript_7638	transcript_2140
	transcript_6439	transcript_9387	transcript_6581
	transcript_1162	transcript_889	transcript_6933
	transcript_5697	transcript_10192	transcript_4755
	transcript_1827	transcript_8112	transcript_4348
	transcript_6533	transcript_627	transcript_6654
	transcript_652	transcript_10849	transcript_5571
	transcript_5224	transcript_642	transcript_5128
	transcript_1482	transcript_1867	transcript_3644
	transcript_1881	transcript_1134	transcript_662
	transcript_8722	transcript_2408	transcript_10780
	transcript_8573	transcript_8466	transcript_8820
	transcript_988	transcript_1665	transcript_2060
	transcript_5825	transcript_4520	transcript_116
	transcript_5520	transcript_8586	transcript_8276
	transcript_7881	transcript_1889	transcript_2127
	transcript_3284	transcript_2768	transcript_11430
	transcript_204	transcript_1425	transcript_2256
	transcript_8321	transcript_926	transcript_4716
	transcript_1377	transcript_10772	transcript_9984
	transcript_4475	transcript_9472	transcript_2239
	transcript_1971	transcript_9136	transcript_1815
	transcript_9440	transcript_3813	transcript_8162
	transcript_2350	transcript_538	transcript_3090
	transcript_8566	transcript_7106	transcript_4817
	transcript_9340	transcript_9393	transcript_3188
	transcript_9038	transcript_6744	transcript_3226
	transcript_3336	transcript_3955	transcript_5509
	transcript_1086	transcript_5281	transcript_8965
	transcript_10599	transcript_6812	transcript_8338
	transcript_639	transcript_2595	transcript_3913
	transcript_8928	transcript_5776	transcript_231
	transcript_3589	transcript_10266	transcript_3217
	transcript_5736	transcript_846	transcript_8398
	transcript_2227	transcript_4169	transcript_5389
	transcript_2210	transcript_7105	transcript_3359
	transcript_391	transcript_7615	transcript_5083
	transcript_4311	transcript_10731	transcript_3773
	transcript_4832	transcript_7298	transcript_4957
	transcript_4090	transcript_8110	transcript_1086
	transcript_3772	transcript_5151	transcript_3530
	transcript_993	transcript_2560	transcript_4308
	transcript_2723	transcript_536	transcript_3647
	transcript_7945	transcript_4738	transcript_8860
	transcript_6813	transcript_5375	transcript_1982
	transcript_9108	transcript_5276	transcript_1781
	transcript_5106	transcript_4402	transcript_5328
	transcript_5125	transcript_10440	transcript_8566
	transcript_1815	transcript_2761	transcript_9724
	transcript_7278	transcript_530	transcript_9826
	transcript_6692	transcript_7480	transcript_499
	transcript_1765	transcript_5063	transcript_2793
	transcript_6873	transcript_5618	transcript_3777
	transcript_7760	transcript_9713	transcript_4336
	transcript_8243	transcript_9234	transcript_4971
	transcript_3216	transcript_11219	transcript_4823
	transcript_1112	transcript_7293	transcript_1573
	transcript_3736	transcript_9962	transcript_2094
	transcript_4385	transcript_4755	transcript_956
	transcript_7691	transcript_9655	transcript_5005
	transcript_5032	transcript_168	transcript_2920
	transcript_6080	transcript_4399	transcript_5045
	transcript_5892	transcript_876	transcript_636
	transcript_10822	transcript_6792	transcript_9365
	transcript_7206	transcript_2532	transcript_452
	transcript_4199	transcript_3774	transcript_9616
	transcript_3518	transcript_2513	transcript_1659
	transcript_5778	transcript_3791	transcript_8506
	transcript_5094	transcript_8689	transcript_8768
	transcript_3099	transcript_253	transcript_1557
	transcript_5742	transcript_641	transcript_3980
	transcript_6690	transcript_7367	transcript_2363
	transcript_2763	transcript_930	transcript_3611
	transcript_9437	transcript_1881	transcript_8676
	transcript_254	transcript_6058	transcript_3622
	transcript_8792	transcript_9541	transcript_4091
	transcript_11382	transcript_5736	transcript_10822
	transcript_6912	transcript_280	transcript_5856
	transcript_715	transcript_10742	transcript_4958
	transcript_316	transcript_10140	transcript_1994
	transcript_218	transcript_8949	transcript_123
	transcript_10179	transcript_9334	transcript_254
	transcript_3369	transcript_558	transcript_1508
	transcript_532	transcript_5417	transcript_4619
	transcript_3019	transcript_416	transcript_8633
	transcript_7908	transcript_4882	transcript_2535
	transcript_5135	transcript_5393	transcript_7055
	transcript_6489	transcript_8912	transcript_9234
	transcript_3513	transcript_10278	transcript_7315
	transcript_4609	transcript_8792	transcript_10090
	transcript_4775	transcript_1958	transcript_1677
	transcript_8492	transcript_10550	transcript_3355
	transcript_9024	transcript_8188	transcript_3696
	transcript_1567	transcript_1362	transcript_3389
	transcript_2553	transcript_11137	transcript_10364
	transcript_1196	transcript_9641	transcript_7961
	transcript_2773	transcript_3552	transcript_8137
	transcript_6427	transcript_1077	transcript_7949
	transcript_6606	transcript_9465	transcript_247
	transcript_7298	transcript_2725	transcript_3416
	transcript_5868	transcript_9104	transcript_1351
	transcript_74	transcript_9414	transcript_3344
	transcript_1428	transcript_9560	transcript_3266
	transcript_8834	transcript_11525	transcript_9543
	transcript_2043	transcript_982	transcript_852
	transcript_1983	transcript_1039	transcript_7107
	transcript_8964	transcript_8177	transcript_438
	transcript_8610	transcript_3066	transcript_5745
	transcript_1156	transcript_5533	transcript_141
	transcript_10635	transcript_2727	transcript_4183
	transcript_2066	transcript_4775	transcript_8940
	transcript_1725	transcript_2321	transcript_147
	transcript_6201	transcript_469	transcript_295
	transcript_5744	transcript_9880	transcript_10645
	transcript_5402	transcript_5242	transcript_3300
	transcript_5498	transcript_3369	transcript_7384
	transcript_5242	transcript_2923	transcript_437
	transcript_233	transcript_6657	transcript_9597
	transcript_5692	transcript_847	transcript_5867
	transcript_3600	transcript_1765	transcript_2615
	transcript_4693	transcript_4499	transcript_620
	transcript_5394	transcript_6188	transcript_232
	transcript_5709	transcript_5923	transcript_7058
	transcript_10622	transcript_5173	transcript_2716
	transcript_6529	transcript_8877	transcript_5134
	transcript_8269	transcript_7926	transcript_7813
	transcript_9214	transcript_10115	transcript_8188
	transcript_10432	transcript_6204	transcript_5854
	transcript_1464	transcript_670	transcript_8081
	transcript_9076	transcript_3083	transcript_283
	transcript_3103	transcript_11566	transcript_2259
	transcript_10258	transcript_1463	transcript_3914
	transcript_1135	transcript_2626	transcript_9570
	transcript_1878	transcript_1788	transcript_6692
	transcript_895	transcript_1945	transcript_2640
	transcript_3781	transcript_4748	transcript_8014
	transcript_5262	transcript_1344	transcript_1726
	transcript_8911	transcript_11134	transcript_1877
	transcript_4421	transcript_9955	transcript_1080
	transcript_6328	transcript_9164	transcript_2015
	transcript_1475	transcript_6317	transcript_2447
	transcript_11000	transcript_6291	transcript_10921
	transcript_6522	transcript_3281	transcript_637
	transcript_8609	transcript_1827	transcript_2185
	transcript_211	transcript_1667	transcript_9043
	transcript_1860	transcript_8407	transcript_7074
	transcript_3267	transcript_566	transcript_11051
	transcript_10555	transcript_3515	transcript_6982
	transcript_1906	transcript_3766	transcript_5707
	transcript_4402	transcript_583	transcript_10667
	transcript_9798	transcript_7580	transcript_5181
	transcript_1959	transcript_4948	transcript_6112
	transcript_10921	transcript_5158	transcript_6469
	transcript_9561	transcript_3433	transcript_2093
	transcript_7011	transcript_10366	transcript_10183
	transcript_824	transcript_3169	transcript_4193
	transcript_10220	transcript_3023	transcript_3826
	transcript_5585	transcript_7711	transcript_6607
	transcript_3313	transcript_752	transcript_568
	transcript_3332	transcript_25	transcript_9472
	transcript_2592	transcript_4108	transcript_235
	transcript_8512	transcript_9570	transcript_6354
	transcript_5967	transcript_2284	transcript_6426
	transcript_3942	transcript_281	transcript_2200
	transcript_980	transcript_605	transcript_368
	transcript_6654	transcript_3394	transcript_2637
	transcript_236	transcript_11350	transcript_3776
	transcript_2637	transcript_4367	transcript_5186
	transcript_4458	transcript_6883	transcript_8655
	transcript_5607	transcript_597	transcript_4013
	transcript_7133	transcript_232	transcript_2957
	transcript_8188	transcript_3953	transcript_2022
	transcript_22	transcript_9452	transcript_1688
	transcript_4459	transcript_5270	transcript_9215
	transcript_400	transcript_6276	transcript_4882
	transcript_6599	transcript_10424	transcript_2350
	transcript_1945	transcript_2569	transcript_37
	transcript_8613	transcript_8145	transcript_5335
		transcript_2278	transcript_2559
		transcript_8305	transcript_1353
		transcript_485	transcript_9794
		transcript_2776	transcript_8051
		transcript_7388	transcript_6917
		transcript_1635	transcript_4077
		transcript_295	transcript_447
		transcript_5744	transcript_612
		transcript_5127	transcript_960
		transcript_567	transcript_7829
		transcript_553	transcript_8319
		transcript_11368	transcript_7857
		transcript_8483	transcript_8834
		transcript_10601	transcript_7329
		transcript_4124	transcript_1226
		transcript_1045	transcript_115
		transcript_5602	transcript_3123
		transcript_6811	transcript_2316
		transcript_5647	transcript_1259
		transcript_1066	transcript_10869
		transcript_10059	transcript_1971
		transcript_6599	transcript_8456
		transcript_10836	transcript_7756
		transcript_1703	transcript_9102
		transcript_8956	transcript_5744
		transcript_2989	transcript_9369
		transcript_5715	transcript_4377
		transcript_5601	transcript_7628
		transcript_5126	transcript_11333
		transcript_535	transcript_6157
		transcript_532	transcript_3042
		transcript_1763	transcript_4167
		transcript_2531	transcript_2826
		transcript_2210	transcript_23
		transcript_1317	transcript_3204
		transcript_8965	transcript_4386
		transcript_1369	transcript_1841
		transcript_318	transcript_10327
		transcript_10268	transcript_3527
		transcript_6243	transcript_6390
		transcript_4583	transcript_396
		transcript_10922	transcript_3240
		transcript_2538	transcript_7664
		transcript_3789	transcript_3061
		transcript_7908	transcript_6690
		transcript_6199	transcript_4896
		transcript_2297	transcript_9378
		transcript_4657	transcript_4307
		transcript_9124	transcript_9048
		transcript_9076	transcript_9086
		transcript_8378	transcript_9816
		transcript_8397	transcript_5650
		transcript_3860	transcript_6033
		transcript_6184	transcript_7615
		transcript_1339	transcript_532
		transcript_10335	transcript_2190
		transcript_7299	transcript_8986
		transcript_2125	transcript_2303
		transcript_9264	transcript_7159
			transcript_542
			transcript_6841
			transcript_1860
			transcript_426
			transcript_5914
			transcript_10416
			transcript_8610
			transcript_1432
			transcript_621
			transcript_382
			transcript_10672
			transcript_7592
			transcript_9546
			transcript_6909
			transcript_9562
			transcript_7705
			transcript_4738
			transcript_2665
			transcript_704
			transcript_5276
			transcript_4797
			transcript_2677
			transcript_828
			transcript_9965
			transcript_9119
			transcript_8248
			transcript_5462
			transcript_10365
			transcript_1250
			transcript_4530
			transcript_7008
			transcript_4252
			transcript_856
			transcript_974
			transcript_3582
			transcript_3073
			transcript_4412
			transcript_5775
			transcript_4871
			transcript_6201
			transcript_2592
			transcript_6369
			transcript_1632
			transcript_3955
			transcript_629
			transcript_5454
			transcript_6121
			transcript_4057
			transcript_4064
			transcript_5395
			transcript_1648
			transcript_4594
			transcript_6811
			transcript_6213
			transcript_5312
			transcript_2835
			transcript_6723
			transcript_5762
			transcript_7993
			transcript_8647
			transcript_294
			transcript_5515
			transcript_1280
			transcript_2197
			transcript_4767
			transcript_2167
			transcript_10289
			transcript_8507
			transcript_9738
			transcript_2948
			transcript_9647
			transcript_1309
			transcript_1299
			transcript_6559
			transcript_9309
			transcript_2409
			transcript_423
			transcript_3775
			transcript_9999
			transcript_4458
			transcript_9591
			transcript_6349
			transcript_2801
			transcript_6515
			transcript_5777
			transcript_1638
			transcript_5065
			transcript_469
			transcript_6128
			transcript_7598
			transcript_8066
			transcript_3567
			transcript_342
			transcript_8849
			transcript_577
			transcript_2473
			transcript_693
			transcript_1355
			transcript_8599
			transcript_7920
			transcript_4845
			transcript_1778
			transcript_8288
			transcript_3338
			transcript_4850
			transcript_4069
			transcript_5371
			transcript_4161
			transcript_1408
			transcript_581
			transcript_8829
			transcript_6986
			transcript_4427
			transcript_7039
			transcript_3920
			transcript_9505
			transcript_9526
			transcript_5892
			transcript_1609
			transcript_2105
			transcript_11508
			transcript_5205
			transcript_1955
			transcript_525
			transcript_6522
			transcript_6733
			transcript_3653
			transcript_5767
			transcript_2945
			transcript_8689
			transcript_5600
			transcript_3143
			transcript_7287
			transcript_2536
			transcript_3505
			transcript_8764
			transcript_1248
			transcript_1634
			transcript_2451
			transcript_1818
			transcript_6823
			transcript_7016
			transcript_4497
			transcript_1388
			transcript_10569
			transcript_2773
			transcript_9907
			transcript_1097
			transcript_99
			transcript_3288
			transcript_10344
			transcript_1687
			transcript_11294
			transcript_1650
			transcript_10199
			transcript_5553
			transcript_1748
			transcript_4911
			transcript_10115
			transcript_385
			transcript_9393
			transcript_9264
			transcript_4666
			transcript_741
			transcript_8832
			transcript_3281
			transcript_2111
			transcript_6753
			transcript_7782
			transcript_6629
			transcript_5273
			transcript_3370
			transcript_2408
			transcript_5861
			transcript_5473
			transcript_3553
			transcript_1254
			transcript_5345
			transcript_9966
			transcript_3016
			transcript_5307
			transcript_10292
			transcript_3805
			transcript_1272
			transcript_4848
			transcript_3279
			transcript_7327
			transcript_7134
			transcript_2611
			transcript_3692
			transcript_6568
			transcript_11147
			transcript_5135
			transcript_10674
			transcript_5520
			transcript_951
			transcript_2414
			transcript_265
			transcript_7223
			transcript_1739
			transcript_10953
			transcript_1548
			transcript_6487
			transcript_9857
			transcript_644
			transcript_947
			transcript_9233
			transcript_3315
			transcript_6219
			transcript_4719
			transcript_9187
			transcript_4240
			transcript_7400
			transcript_2365
			transcript_8736
			transcript_10827
			transcript_4070
			transcript_2740
			transcript_4818
			transcript_7200
			transcript_1262
			transcript_744
			transcript_5089
			transcript_1092
			transcript_8630
			transcript_2789
			transcript_1583
			transcript_1501
			transcript_194
			transcript_6557
			transcript_4325
			transcript_2341
			transcript_9169
			transcript_4918
			transcript_11292
			transcript_2751
			transcript_3735
			transcript_2125
			transcript_4181
			transcript_6734
			transcript_10381
			transcript_2605
			transcript_3437
			transcript_139
			transcript_8427
			transcript_8586
			transcript_7855
			transcript_6453
			transcript_736
			transcript_2518
			transcript_3445
			transcript_4469
			transcript_2723
			transcript_5279
			transcript_2913
			transcript_7941
			transcript_5580
			transcript_11505
			transcript_10034
			transcript_3127
			transcript_2295
			transcript_1966
			transcript_470
			transcript_5921
			transcript_8706
			transcript_3557
			transcript_359
			transcript_1770
			transcript_3790
			transcript_1819
			transcript_9858
			transcript_1457
			transcript_6944
			transcript_1009
			transcript_8857
			transcript_10998
			transcript_3946
			transcript_3873
			transcript_8006
			transcript_2742
			transcript_1657
			transcript_4468
			transcript_6300
			transcript_117
			transcript_5009
			transcript_4195
			transcript_4073
			transcript_523
			transcript_8823
			transcript_8303
			transcript_5608
			transcript_6101
			transcript_1919
			transcript_627
			transcript_7657
			transcript_966
			transcript_7784
			transcript_1033
			transcript_9191
			transcript_10224
			transcript_7332
			transcript_3767
			transcript_2987
			transcript_6383
			transcript_6145
			transcript_9247
			transcript_4764
			transcript_253
			transcript_5916
			transcript_10652
			transcript_923
			transcript_2532
			transcript_10072
			transcript_926
			transcript_8139
			transcript_8169
			transcript_6839
			transcript_11271
			transcript_8839
			transcript_4854
			transcript_8801
			transcript_1763
			transcript_4123
			transcript_573
			transcript_1635
			transcript_9607
			transcript_5293
			transcript_2646
			transcript_5610
			transcript_4493
			transcript_9356
			transcript_8853
			transcript_9023
			transcript_5955
			transcript_1321
			transcript_10202
			transcript_6850
			transcript_2053
			transcript_6490
			transcript_4283
			transcript_6393
			transcript_9223
			transcript_331
			transcript_11145
			transcript_6744
			transcript_8415
			transcript_5737
			transcript_7493
			transcript_8344
			transcript_2139
			transcript_4146
			transcript_8848
			transcript_2528
			transcript_2836
			transcript_5282
			transcript_9476
			transcript_5529
			transcript_3299
			transcript_400
			transcript_8501
			transcript_328
			transcript_222
			transcript_5947
			transcript_3734
			transcript_255
			transcript_912
			transcript_7397
			transcript_2390
			transcript_5088
			transcript_4587
			transcript_3774
			transcript_184
			transcript_5053
			transcript_5375
			transcript_3860
			transcript_8600
			transcript_10524
			transcript_1494
			transcript_8333
			transcript_2277
			transcript_5655
			transcript_6569
			transcript_6188
			transcript_6711
			transcript_4163
			transcript_4215
			transcript_1914
			transcript_5579
			transcript_8402
			transcript_6352
			transcript_10191
			transcript_3950
			transcript_4513
			transcript_1885
			transcript_877
			transcript_7183
			transcript_4012
			transcript_7411
			transcript_730
			transcript_3843
			transcript_4434
			transcript_5032
			transcript_639
			transcript_3384
			transcript_2857
			transcript_3099
			transcript_5210
			transcript_4656
			transcript_2087
			transcript_6077
			transcript_4404
			transcript_8693
			transcript_609
			transcript_8644
			transcript_7030
			transcript_8186
			transcript_74
			transcript_1162
			transcript_6792
			transcript_1814
			transcript_4039
			transcript_6482
			transcript_5314
			transcript_830
			transcript_5285
			transcript_8651
			transcript_1673
			transcript_5258
			transcript_4651
			transcript_6381
			transcript_3190
			transcript_9272
			transcript_7807
			transcript_9730
			transcript_600
			transcript_9375
			transcript_768
			transcript_6061
			transcript_5354
			transcript_6320
			transcript_11070
			transcript_1561
			transcript_9563
			transcript_6368
			transcript_1506
			transcript_4114
			transcript_4417
			transcript_845
			transcript_1974
			transcript_5151
			transcript_10552
			transcript_5825
			transcript_8868
			transcript_8840
			transcript_649
			transcript_8416
			transcript_4792
			transcript_4861
			transcript_6776
			transcript_6579
			transcript_608
			transcript_5119
			transcript_4030
			transcript_8243
			transcript_2893
			transcript_10093
			transcript_1603
			transcript_1070
			transcript_10403
			transcript_7947
			transcript_2738
			transcript_4206
			transcript_11264
			transcript_1721
			transcript_3628
			transcript_860
			transcript_4638
			transcript_870
			transcript_4962
			transcript_1308
			transcript_2092
			transcript_4680
			transcript_1658
			transcript_1123
			transcript_10335
			transcript_3294
			transcript_7129
			transcript_9494
			transcript_7009
			transcript_10408
			transcript_6184
			transcript_2923
			transcript_8616
			transcript_26
			transcript_10767
			transcript_566
			transcript_821
			transcript_3833
			transcript_2692
			transcript_1731
			transcript_5055
			transcript_1163
			transcript_3646
			transcript_6140
			transcript_8539
			transcript_11108
			transcript_5038
			transcript_836
			transcript_1768
			transcript_10187
			transcript_7908
			transcript_9433
			transcript_6958
			transcript_11000
			transcript_1483
			transcript_3610
			transcript_2701
			transcript_6204
			transcript_2353
			transcript_4246
			transcript_7898
			transcript_6812
			transcript_2597
			transcript_6657
			transcript_5738
			transcript_8598
			transcript_4641
			transcript_3764
			transcript_910
			transcript_3082
			transcript_4821
			transcript_6528
			transcript_9222
			transcript_1329
			transcript_5008
			transcript_6238
			transcript_4693
			transcript_8505
			transcript_5049
			transcript_5541
			transcript_9784
			transcript_1621
			transcript_5016
			transcript_2822
			transcript_2419
			transcript_1425
			transcript_3438
			transcript_11420
			transcript_180
			transcript_3380
			transcript_10173
			transcript_2553
			transcript_859
			transcript_5666
			transcript_1836
			transcript_6706
			transcript_2624
			transcript_567
			transcript_3479
			transcript_3345
			transcript_5193
			transcript_7434
			transcript_4399
			transcript_3414
			transcript_1229
			transcript_1918
			transcript_1855
			transcript_1777
			transcript_3014
			transcript_6739
			transcript_1314
			transcript_7611
			transcript_5173
			transcript_2792
			transcript_1302
			transcript_9188
			transcript_10443
			transcript_11042
			transcript_6395
			transcript_4361
			transcript_1231
			transcript_281
			transcript_1470
			transcript_3616
			transcript_5475
			transcript_1460
			transcript_7860
			transcript_3023
			transcript_861
			transcript_9224
			transcript_3750
			transcript_8466
			transcript_5240
			transcript_5871
			transcript_3467
			transcript_3921
			transcript_3118
			transcript_3286
			transcript_1517
			transcript_8282
			transcript_6604
			transcript_710
			transcript_1892
			transcript_2706
			transcript_4005
			transcript_2497
			transcript_3472
			transcript_2754
			transcript_1574
			transcript_506
			transcript_9384
			transcript_341
			transcript_2242
			transcript_4571
			transcript_3874
			transcript_2282
			transcript_10002
			transcript_9542
			transcript_8541
			transcript_3962
			transcript_4483
			transcript_1464
			transcript_9184
			transcript_11490
			transcript_889
			transcript_4737
			transcript_646
			transcript_665
			transcript_3953
			transcript_2814
			transcript_3891
			transcript_11368
			transcript_9185
			transcript_1315
			transcript_7425
			transcript_5826
			transcript_6599
			transcript_8004
			transcript_10922
			transcript_1724
			transcript_1045
			transcript_5887
			transcript_2184
			transcript_1326
			transcript_3180
			transcript_3987
			transcript_4101
			transcript_1667
			transcript_2278
			transcript_8954
			transcript_7791
			transcript_1710
			transcript_2705
			transcript_6406
			transcript_7027
			transcript_7359
			transcript_5594
			transcript_3047
			transcript_2057
			transcript_11521
			transcript_6667
			transcript_5166
			transcript_5492
			transcript_357
			transcript_916
			transcript_9334
			transcript_3600
			transcript_3744
			transcript_6714
			transcript_4305
			transcript_571
			transcript_3376
			transcript_3388
			transcript_7523
			transcript_7753
			transcript_3500
			transcript_11567
			transcript_9414
			transcript_6816
			transcript_2247
			transcript_5709
			transcript_3216
			transcript_6831
			transcript_8207
			transcript_3922
			transcript_3335
			transcript_1542
			transcript_1776
			transcript_3720
			transcript_11039
			transcript_6326
			transcript_5303
			transcript_198
			transcript_5969
			transcript_3239
			transcript_2649
			transcript_8378
			transcript_4776
			transcript_10112
			transcript_9412
			transcript_7545
			transcript_10014
			transcript_8092
			transcript_4819
			transcript_2600
			transcript_2591
			transcript_2262
			transcript_243
			transcript_6523
			transcript_7638
			transcript_353
			transcript_6765
			transcript_10890
			transcript_10
			transcript_6098
			transcript_8752
			transcript_558
			transcript_3640
			transcript_7469
			transcript_2545
			transcript_10422
			transcript_2171
			transcript_8669
			transcript_4658
			transcript_6216
			transcript_2557
			transcript_1016
			transcript_4401
			transcript_7418
			transcript_9305
			transcript_8109
			transcript_5560
			transcript_1910
			transcript_687
			transcript_9099
			transcript_4169
			transcript_8175
			transcript_6360
			transcript_3162
			transcript_6376
			transcript_478
			transcript_6199
			transcript_630
			transcript_6615
			transcript_4133
			transcript_6501
			transcript_4418
			transcript_7243
			transcript_743
			transcript_7945
			transcript_3249
			transcript_9180
			transcript_6277
			transcript_658
			transcript_4709
			transcript_5572
			transcript_9192
			transcript_5309
			transcript_855
			transcript_3919
			transcript_1783
			transcript_1725
			transcript_4052
			transcript_4825
			transcript_8464
			transcript_11103
			transcript_3106
			transcript_3704
			transcript_6462
			transcript_11182
			transcript_5227
			transcript_538
			transcript_2538
			transcript_320
			transcript_1752
			transcript_9968
			transcript_3031
			transcript_9582
			transcript_5849
			transcript_7568
			transcript_259
			transcript_3623
			transcript_7276
			transcript_7948
			transcript_822
			transcript_6377
			transcript_10635
			transcript_4757
			transcript_3027
			transcript_659
			transcript_9488
			transcript_1230
			transcript_3406
			transcript_594
			transcript_1842
			transcript_3870
			transcript_6312
			transcript_7233
			transcript_7323
			transcript_1008
			transcript_326
			transcript_11308
			transcript_6677
			transcript_216
			transcript_7859
			transcript_5385
			transcript_6402
			transcript_287
			transcript_1889
			transcript_1716
			transcript_10795
			transcript_3985
			transcript_4208
			transcript_1242
			transcript_3845
			transcript_8107
			transcript_1866
			transcript_6737
			transcript_3066
			transcript_6291
			transcript_4754
			transcript_895
			transcript_9340
			transcript_6780
			transcript_7590
			transcript_168
			transcript_4347
			transcript_3276
			transcript_11552
			transcript_3504
			transcript_2584
			transcript_399
			transcript_9387
			transcript_1526
			transcript_5471
			transcript_535
			transcript_3838
			transcript_4381
			transcript_1766
			transcript_593
			transcript_3934
			transcript_9161
			transcript_4642
			transcript_5795
			transcript_7800
			transcript_10280
			transcript_4580
			transcript_7072
			transcript_7042
			transcript_4740
			transcript_4421
			transcript_3517
			transcript_10550
			transcript_48
			transcript_9131
			transcript_9752
			transcript_10266
			transcript_586
			transcript_4108
			transcript_2686
			transcript_1550
			transcript_10593
			transcript_2776
			transcript_1747
			transcript_9324
			transcript_6861
			transcript_3991
			transcript_3251
			transcript_4475
			transcript_3936
			transcript_3822
			transcript_344
			transcript_3347
			transcript_1862
			transcript_7758
			transcript_7653
			transcript_9843
			transcript_796
			transcript_5091
			transcript_4028
			transcript_6877
			transcript_2209
			transcript_10230
			transcript_10868
			transcript_5443
			transcript_1765
			transcript_7412
			transcript_1983
			transcript_4047
			transcript_61
			transcript_9198
			transcript_150
			transcript_3667
			transcript_5995
			transcript_922
			transcript_203
			transcript_2954
			transcript_5555
			transcript_174
			transcript_3259
			transcript_10622
			transcript_5268
			transcript_453
			transcript_5987
			transcript_2661
			transcript_3766
			transcript_8112
			transcript_2618
			transcript_11207
			transcript_488
			transcript_1245
			transcript_363
			transcript_952
			transcript_1405
			transcript_6695
			transcript_8354
			transcript_6243
			transcript_6691
			transcript_2770
			transcript_4409
			transcript_4984
			transcript_6873
			transcript_2614
			transcript_412
			transcript_7519
			transcript_5768
			transcript_1827
			transcript_642
			transcript_9455
			transcript_7304
			transcript_1837
			transcript_3576
			transcript_3038
			transcript_5501
			transcript_8702
			transcript_1283
			transcript_10681
			transcript_3960
			transcript_9385
			transcript_1344
			transcript_2575
			transcript_8272
			transcript_33
			transcript_3273
			transcript_8682
			transcript_778
			transcript_7778
			transcript_4205
			transcript_10891
			transcript_584
			transcript_420
			transcript_9104
			transcript_30
			transcript_606
			transcript_1271
			transcript_1103
			transcript_7439
			transcript_3931
			transcript_4753
			transcript_4311
			transcript_8865
			transcript_3842
			transcript_4189
			transcript_5634
			transcript_7070
			transcript_466
			transcript_9108
			transcript_6206
			transcript_10320
			transcript_2359
			transcript_1197
			transcript_6672
			transcript_7094
			transcript_9308
			transcript_1846
			transcript_8492
			transcript_63
			transcript_4154
			transcript_9880
			transcript_8749
			transcript_2842
			transcript_4970
			transcript_2756
			transcript_1939
			transcript_4279
			transcript_1553
			transcript_9833
			transcript_2305
			transcript_2019
			transcript_6043
			transcript_569
			transcript_6397
			transcript_4953
			transcript_8867
			transcript_4679
			transcript_1756
			transcript_9956
			transcript_2862
			transcript_10628
			transcript_11055
			transcript_10896
			transcript_849
			transcript_432
			transcript_918
			transcript_7387
			transcript_4227
			transcript_10830
			transcript_1270
			transcript_8259
			transcript_6989
			transcript_8609
			transcript_3121
			transcript_6827
			transcript_1633
			transcript_4075
			transcript_8316
			transcript_4739
			transcript_8842
			transcript_5419
			transcript_3456
			transcript_711
			transcript_7280
			transcript_957
			transcript_8219
			transcript_2046
			transcript_6603
			transcript_884
			transcript_7433
			transcript_4265
			transcript_1947
			transcript_6914
			transcript_4834
			transcript_3803
			transcript_2941
			transcript_2035
			transcript_5030
			transcript_6267
